x,y
-1978.5865170039483,0.0207614106696683
-1875.2324572278703,0.011177670581341559
-1776.701586908009,-0.00852850348263079
-1678.1707165881478,-0.013414331762955811
-1579.6398462682866,0.008734756441179492
-1481.1089759484255,0.008734756441179492
-1382.5781056285643,0.008734756441179492
-1284.0472353087032,0.011177670581341559
-1185.516364988842,0.013620584721503626
-1086.985494668981,0.013620584721503626
-988.4546243491197,0.008734756441179492
-889.9237540292586,0.011177670581341559
-791.3928837093977,0.006291842301017425
-692.8620133895365,0.008734756441179492
-594.3311430696754,0.013620584721503626
-495.8002727498142,0.013620584721503626
-397.26940242995306,0.011177670581341559
-298.7385321100919,0.011177670581341559
-200.20766179023076,0.006291842301017425
-101.67679147036961,0.061501701868674985
-3.1459211505084568,0.001999293169017591
94.00689503900549,0.006257033321252159
193.91581948921385,0.013620584721503626
292.446689809075,0.008734756441179492
390.97756012893615,0.008734756441179492
489.5084304487973,0.006291842301017425
588.0393007686584,0.008734756441179492
686.5701710885196,0.008734756441179492
785.1010414083808,0.011177670581341559
883.6319117282419,0.013620584721503626
982.162782048103,0.011177670581341559
1080.6936523679642,0.006291842301017425
1179.2245226878254,0.008734756441179492
1277.755393007687,0.008734756441179492
1376.2862633275477,0.013620584721503626
1474.8171336474093,0.016063498861664804
1573.34800396727,0.013620584721503626
1671.8788742871316,0.008734756441179492
1770.4097446069923,0.006291842301017425
1868.9406149268539,0.008734756441179492
1970.4572691958015,0.01972787007190746
