x,y
-1964.8059757004712, 4.907232015380046
-1865.2798440642478, 5.146393769761062
-1749.8295313662288, 5.471517578207838
-1654.2844449954544, 5.758057758427086
-1553.6635259112325, 6.097593686829441
-1453.241659090283, 6.503913336443276
-1357.6965727195086, 6.940816185490448
-1263.1467476650962, 7.405805646262053
-1161.6300933961486, 7.998745227111755
-1060.1134391272008, 8.659092676100144
-962.5778301237017, 9.453007567511534
-862.0564371711162, 10.445401181775779
-768.1037689065215, 11.50707510496035
-665.9899578477562, 13.03192278876466
-580.8951152987852, 14.767228560877001
-518.1936523679642, 16.56360143575391
-464.4495412844035, 18.53902646037423
-388.3120505826928, 20.472321567407874
-287.0939747086536, 21.983381278183785
-198.21713915750615, 22.772302994177522
-95.40664517728737, 23.373668558544537
5.811430696751813, 23.574615498791374
99.86362509298306, 23.368051236199676
201.87791002011227, 22.75045785172516
310.36139350359554, 21.64174594648084
395.4562360525665, 20.293269417664447
462.63637490701694, 18.44406696359154
520.859161914208, 16.324865236096002
588.0393007686584, 14.489873270097974
681.1957599801635, 12.71199074793968
773.4564840069429, 11.372259368682947
874.6745598809821, 10.269221526413276
971.2149075681186, 9.32193671279741
1072.7315618370662, 8.563598196236981
1169.2719095242032, 7.93633053439072
1267.8027798440648, 7.355873892085214
1366.4331762955612, 6.869975509252086
1466.7555169848752, 6.417781060488281
1569.3669587018207, 6.035803141035629
1669.888351654407, 5.692522331069981
1752.4950409124726, 5.455346498730123
1858.9880017632318, 5.137031565852908
1958.5141333994547, 4.902125358702875
